release_date,title,vote_average,studio,domestic_gross,foreign_gross,year,Total_Revenue
2011-03-08,Battle: Los Angeles,5.6,Sony,83600000.0,128300000.0,2011,211900000.0
2011-08-31,The Debt,6.6,Focus,31200000.0,14500000.0,2011,45700000.0
2011-12-16,Alvin and the Chipmunks: Chipwrecked,5.5,Fox,133100000.0,209600000.0,2011,342700000.0
2011-08-10,The Help,8.1,BV,169700000.0,46900000.0,2011,216600000.0
2011-01-07,Season of the Witch,5.3,Rela.,24800000.0,66800000.0,2011,91600000.0
2011-09-30,50/50,7.1,Sum.,35000000.0,4200000.0,2011,39200000.0
2011-04-22,Legend of the Fist: The Return of Chen Zhen,6.3,Vari.,50400.0,26500000.0,2011,26550400.0
2011-03-11,Jane Eyre,7.1,Focus,11200000.0,23500000.0,2011,34700000.0
2011-11-04,Tower Heist,6.0,Uni.,78000000.0,74900000.0,2011,152900000.0
2011-08-05,The Change-Up,6.0,Uni.,37100000.0,38400000.0,2011,75500000.0
2011-11-23,My Week with Marilyn,6.7,Wein.,14600000.0,20500000.0,2011,35100000.0
2011-02-18,Unknown,6.6,WB,63700000.0,67099999.0,2011,130799999.0
2011-10-27,The Rum Diary,5.7,FD,13100000.0,10800000.0,2011,23900000.0
2011-12-20,The Adventures of Tintin,6.8,Par.,77600000.0,296400000.0,2011,374000000.0
2011-12-09,We Need to Talk About Kevin,7.6,Osci.,1700000.0,4300000.0,2011,6000000.0
2011-12-09,We Need to Talk About Kevin,7.6,Osci.,1700000.0,4300000.0,2011,6000000.0
2011-03-11,Red Riding Hood,5.9,WB,37700000.0,51500000.0,2011,89200000.0
2011-03-18,The Lincoln Lawyer,7.1,LGF,58000000.0,17000000.0,2011,75000000.0
2011-12-09,The Sitter,5.4,Fox,30400000.0,4500000.0,2011,34900000.0
2011-05-27,The Tree of Life,6.6,FoxS,13300000.0,41000000.0,2011,54300000.0
2011-02-18,I Am Number Four,6.0,BV,55100000.0,94800000.0,2011,149900000.0
2011-11-23,The Muppets,6.6,BV,88600000.0,76600000.0,2011,165200000.0
2011-08-12,30 Minutes or Less,5.6,Sony,37100000.0,3500000.0,2011,40600000.0
2011-11-11,Jack and Jill,4.1,Sony,74200000.0,75500000.0,2011,149700000.0
2011-09-30,Take Shelter,7.2,SPC,1700000.0,1400000.0,2011,3100000.0
2011-07-14,Winnie the Pooh,6.9,BV,26700000.0,23200000.0,2011,49900000.0
2011-12-09,New Year's Eve,5.8,WB (NL),54500000.0,87500000.0,2011,142000000.0
2011-11-11,Melancholia,7.1,Magn.,3000000.0,12900000.0,2011,15900000.0
2011-09-02,Detective Dee and the Mystery of the Phantom Flame,6.7,IM,460000.0,51300000.0,2011,51760000.0
2011-07-01,Monte Carlo,6.2,Fox,23200000.0,16500000.0,2011,39700000.0
2011-07-08,Zookeeper,5.3,Sony,80400000.0,89500000.0,2011,169900000.0
2011-12-25,The Darkest Hour,4.9,Sum.,21400000.0,43200000.0,2011,64600000.0
2011-09-23,Dolphin Tale,6.8,WB,72300000.0,23100000.0,2011,95400000.0
2011-08-26,Colombiana,6.5,TriS,36700000.0,24300000.0,2011,61000000.0
1986-04-18,Legend,6.2,Uni.,1900000.0,41100000.0,2015,43000000.0
1986-04-18,Legend,6.2,Uni.,1900000.0,41100000.0,2015,43000000.0
2015-11-20,Legend,6.8,Uni.,1900000.0,41100000.0,2015,43000000.0
1986-04-18,Legend,6.2,Uni.,1900000.0,41100000.0,2015,43000000.0
2015-11-20,Legend,6.8,Uni.,1900000.0,41100000.0,2015,43000000.0
2011-11-18,The Descendants,6.8,FoxS,82600000.0,94700000.0,2011,177300000.0
2011-09-09,Contagion,6.3,WB,75700000.0,59800000.0,2011,135500000.0
2011-09-30,What's Your Number?,6.4,Fox,14000000.0,16399999.0,2011,30399999.0
2011-12-25,War Horse,7.2,BV,79900000.0,97700000.0,2011,177600000.0
2011-11-23,A Dangerous Method,6.3,SPC,5700000.0,21800000.0,2011,27500000.0
2011-06-17,Beginners,6.9,Focus,5800000.0,8500000.0,2011,14300000.0
2011-09-28,The Sorcerer and the White Snake,5.7,Magn.,18800.0,2100000.0,2013,2118800.0
2011-08-19,One Day,7.2,Focus,13800000.0,45500000.0,2011,59300000.0
2011-07-29,The Guard,6.9,SPC,5400000.0,14200000.0,2011,19600000.0
2011-10-14,The Artist,7.4,Wein.,44700000.0,88800000.0,2011,133500000.0
2011-03-04,Beastly,6.1,CBS,27900000.0,15300000.0,2011,43200000.0
2011-10-07,The Ides of March,6.7,Sony,41000000.0,35000000.0,2011,76000000.0
2011-10-28,Like Crazy,6.5,ParV,3400000.0,336000.0,2011,3736000.0
2011-07-22,Another Earth,6.7,FoxS,1300000.0,456000.0,2011,1756000.0
2011-11-06,Haywire,5.6,Rela.,18900000.0,14400000.0,2012,33300000.0
2011-08-19,Spy Kids: All the Time in the World,4.6,W/Dim.,38500000.0,47000000.0,2011,85500000.0
2011-02-25,Hall Pass,5.5,WB (NL),45100000.0,38100000.0,2011,83200000.0
2011-12-23,We Bought a Zoo,6.7,Fox,75600000.0,44500000.0,2011,120100000.0
2011-12-24,Extremely Loud & Incredibly Close,7.0,WB,31800000.0,23400000.0,2011,55200000.0
2011-03-11,Black Death,5.9,Magn.,22600.0,243000.0,2011,265600.0
2011-05-13,Bridesmaids,6.5,Uni.,169100000.0,119300000.0,2011,288400000.0
2011-04-08,Hanna,6.6,Focus,40300000.0,23500000.0,2011,63800000.0
2011-01-28,The Rite,5.9,WB (NL),33000000.0,63000000.0,2011,96000000.0
2011-10-21,Paranormal Activity 3,5.9,Par.,104000000.0,103000000.0,2011,207000000.0
2011-07-29,Attack the Block,6.4,SGem,1000000.0,4800000.0,2011,5800000.0
2011-10-28,The Double,5.9,Imag.,138000.0,3600000.0,2011,3738000.0
2012-12-29,The Double,4.3,Imag.,138000.0,3600000.0,2011,3738000.0
2014-05-09,The Double,6.6,Imag.,138000.0,3600000.0,2011,3738000.0
2011-01-13,The Dilemma,5.3,Uni.,48500000.0,21200000.0,2011,69700000.0
2011-10-21,Margin Call,6.8,RAtt.,5400000.0,14200000.0,2011,19600000.0
2011-10-21,Martha Marcy May Marlene,6.7,FoxS,3000000.0,548000.0,2011,3548000.0
2011-02-04,The Other Woman,6.2,IFC,25400.0,427000.0,2011,452400.0
2014-04-25,The Other Woman,6.3,IFC,25400.0,427000.0,2011,452400.0
2018-04-30,The Other Woman,4.9,IFC,25400.0,427000.0,2011,452400.0
2011-09-23,Machine Gun Preacher,6.5,Rela.,539000.0,2800000.0,2011,3339000.0
2011-10-28,Puss in Boots,6.3,P/DW,149300000.0,405700000.0,2011,555000000.0
2011-09-30,Dream House,6.0,Uni.,21300000.0,17200000.0,2011,38500000.0
2011-03-18,Win Win,6.9,FoxS,10200000.0,652000.0,2011,10852000.0
2011-12-30,The Iron Lady,6.4,Wein.,30000000.0,84900000.0,2011,114900000.0
2011-03-25,Diary of a Wimpy Kid: Rodrick Rules,6.4,Fox,52700000.0,19700000.0,2011,72400000.0
2011-01-21,I Saw the Devil,7.7,Magn.,129000.0,12600000.0,2011,12729000.0
2011-03-30,13 Assassins,7.3,Magn.,803000.0,16800000.0,2011,17603000.0
2011-03-11,Mars Needs Moms,5.7,BV,21400000.0,17600000.0,2011,39000000.0
2011-12-20,Headhunters,7.3,Magn.,1200000.0,14500000.0,2012,15700000.0
2011-09-13,"Jeff, Who Lives at Home",6.2,ParV,4300000.0,148000.0,2012,4448000.0
2011-08-20,The Inbetweeners Movie,6.2,WHE,36000.0,88000000.0,2012,88036000.0
2011-11-09,J. Edgar,6.2,WB,37300000.0,47600000.0,2011,84900000.0
2011-02-11,Justin Bieber: Never Say Never,5.1,Par.,73000000.0,26000000.0,2011,99000000.0
2011-09-09,Shaolin,6.6,Vari.,66100.0,33600000.0,2011,33666100.0
2011-10-14,Texas Killing Fields,5.8,Anch.,45500.0,912000.0,2011,957500.0
2011-12-29,A Separation,7.9,SPC,7100000.0,12800000.0,2011,19900000.0
2011-05-06,Jumping the Broom,6.0,TriS,37300000.0,415000.0,2011,37715000.0
2011-04-08,Soul Surfer,7.0,TriS,43900000.0,3200000.0,2011,47100000.0
2011-02-11,The Eagle,6.1,Focus,19500000.0,7600000.0,2011,27100000.0
2011-09-02,Apollo 18,5.0,W/Dim.,17700000.0,7900000.0,2011,25600000.0
2011-04-01,In a Better World,7.3,SPC,1000000.0,8600000.0,2011,9600000.0
2011-12-16,Young Adult,5.7,Par.,16300000.0,6600000.0,2011,22900000.0
2011-06-17,Mr. Popper's Penguins,5.8,Fox,68200000.0,119100000.0,2011,187300000.0
2011-09-16,I Don't Know How She Does It,5.2,Wein.,9700000.0,20900000.0,2011,30600000.0
2011-07-08,The Ledge,6.1,IFC,9200.0,602000.0,2011,611200.0
2011-02-04,The Roommate,5.4,SGem,37300000.0,3200000.0,2011,40500000.0
2011-11-17,Happy Feet Two,5.9,WB,64000000.0,86400000.0,2011,150400000.0
2011-10-28,Anonymous,6.4,Sony,4500000.0,10900000.0,2011,15400000.0
2011-09-02,Shark Night 3D,5.0,Rela.,18900000.0,21300000.0,2011,40200000.0
2011-02-03,A Little Bit of Heaven,6.3,MNE,15400.0,1300000.0,2012,1315400.0
2011-03-11,Certified Copy,7.2,IFC,1400000.0,4099999.0,2011,5499999.0
2011-02-18,Vanishing on 7th Street,5.0,Magn.,22700.0,1000000.0,2011,1022700.0
2011-04-22,African Cats,7.1,BV,15400000.0,15400000.0,2011,30800000.0
2011-11-11,Polisse,7.8,IFC,211000.0,20200000.0,2012,20411000.0
2011-01-28,From Prada to Nada,5.2,LGF,3000000.0,123000.0,2011,3123000.0
2011-01-23,Elite Squad: The Enemy Within,7.7,Vari.,100000.0,62900000.0,2011,63000000.0
2011-05-05,Something Borrowed,6.1,WB,39000000.0,21100000.0,2011,60100000.0
2011-10-07,Blackthorn,6.7,Magn.,201000.0,423000.0,2011,624000.0
2011-04-08,Henry's Crime,5.8,MPFT,103000.0,102000.0,2011,205000.0
2011-11-01,Dylan Dog: Dead of Night,4.4,OMNI/FSR,1200000.0,3400000.0,2011,4600000.0
2011-12-20,North Sea Texas,7.2,Strand,28300.0,16700.0,2012,45000.0
2011-02-04,Sanctum,5.9,Uni.,23200000.0,85400000.0,2011,108600000.0
2011-09-04,Butter,5.8,RTWC,105000.0,70700.0,2012,175700.0
2011-06-03,Submarine,7.4,Wein.,468000.0,397000.0,2011,865000.0
2011-01-21,Senna,8.3,PDA,1600000.0,6600000.0,2011,8200000.0
2011-02-25,Of Gods and Men,6.7,SPC,4000000.0,38200000.0,2011,42200000.0
2011-05-05,The Beaver,6.3,Sum.,971000.0,6300000.0,2011,7271000.0
2011-08-19,Flypaper,6.3,IFC,5000.0,3100000.0,2011,3105000.0
2011-06-24,The Names of Love,7.4,MBox,514000.0,4099999.0,2011,4613999.0
2011-05-08,Even the Rain,7.0,Vita.,518000.0,5300000.0,2011,5818000.0
2011-06-30,Larry Crowne,5.8,Uni.,35600000.0,36400000.0,2011,72000000.0
2011-02-11,Poetry,7.6,Kino,356000.0,1900000.0,2011,2256000.0
2011-07-22,Sarah's Key,7.3,Wein.,7700000.0,13400000.0,2011,21100000.0
2011-12-23,Pina,7.4,IFC,3500000.0,11100000.0,2011,14600000.0
2011-01-21,Silent House,5.2,ORF,12800000.0,347000.0,2012,13147000.0
2011-10-14,The Big Year,5.8,Fox,7200000.0,244000.0,2011,7444000.0
2011-10-14,The Skin I Live In,7.5,SPC,3200000.0,27700000.0,2011,30900000.0
2011-10-10,17 Girls,5.5,Strand,15100.0,186000.0,2012,201100.0
2011-02-25,Heartbeats,7.4,IFC,68700.0,520000.0,2011,588700.0
2018-03-20,Heartbeats,6.9,IFC,68700.0,520000.0,2011,588700.0
2011-03-02,Uncle Boonmee Who Can Recall His Past Lives,6.7,Strand,184000.0,946000.0,2011,1130000.0
2011-04-15,The Conspirator,6.5,RAtt.,11500000.0,3900000.0,2011,15400000.0
2011-11-11,My Worst Nightmare,5.3,Strand,22000.0,7100000.0,2012,7122000.0
2011-12-21,Albert Nobbs,6.3,RAtt.,3000000.0,2600000.0,2012,5600000.0
2011-04-22,Water for Elephants,6.9,Fox,58700000.0,58400000.0,2011,117100000.0
2011-02-02,Chalet Girl,6.3,IFC,1700.0,1700000.0,2011,1701700.0
2011-07-29,Point Blank,6.6,Magn.,708000.0,8500000.0,2011,9208000.0
2011-10-21,Le Havre,6.9,Jan.,612000.0,9900000.0,2011,10512000.0
2011-08-19,The Hedgehog,7.1,NeoC,708000.0,12000000.0,2011,12708000.0
2011-09-02,In Darkness,7.2,SPC,1000000.0,4500000.0,2012,5500000.0
2018-05-25,In Darkness,6.0,SPC,1000000.0,4500000.0,2012,5500000.0
2012-03-09,Attenberg,5.9,Strand,24000.0,45900.0,2012,69900.0
2012-03-09,Attenberg,5.9,Strand,24000.0,45900.0,2012,69900.0
2011-11-18,Another Happy Day,6.1,P4,8500.0,347000.0,2011,355500.0
2011-06-28,Transformers: Dark of the Moon,6.1,P/DW,352400000.0,771400000.0,2011,1123800000.0
2011-07-15,The Tree,6.6,Zeit.,71200.0,2100000.0,2011,2171200.0
2017-04-01,The Tree,7.0,Zeit.,71200.0,2100000.0,2011,2171200.0
2011-11-11,11-11-11,4.3,Rocket,32800.0,5700000.0,2011,5732800.0
2011-09-27,Inside Out,4.4,BV,356500000.0,501100000.0,2015,857600000.0
2015-06-19,Inside Out,8.0,BV,356500000.0,501100000.0,2015,857600000.0
2011-08-26,Brighton Rock,6.0,IFC,230000.0,1600000.0,2011,1830000.0
2011-04-15,Armadillo,7.2,Lorb.,14600.0,2000000.0,2011,2014600.0
2011-07-15,Snow Flower and the Secret Fan,5.9,FoxS,1300000.0,10000000.0,2011,11300000.0
2011-08-05,Mysteries of Lisbon,7.0,MBox,111000.0,14900.0,2011,125900.0
2011-04-15,The Double Hour,6.2,Gold.,1500000.0,1200000.0,2011,2700000.0
2011-12-07,London River,6.5,Libre,7200.0,1100000.0,2011,1107200.0
2011-04-29,The Robber,6.6,Kino,83500.0,125000.0,2011,208500.0
2011-07-06,Rapt,6.3,Lorb.,45800.0,2900000.0,2011,2945800.0
2011-01-01,Beginning of the Great Revival,4.3,CL,151000.0,58200000.0,2011,58351000.0
2011-03-17,Nostalgia for the Light,7.8,Icar.,164000.0,13700.0,2011,177700.0
2011-03-18,The Mill and the Cross,6.4,KC,312000.0,30300.0,2011,342300.0
2011-06-10,Bride Flight,7.1,MBox,501000.0,3700000.0,2011,4201000.0
2011-05-25,"Tuesday, After Christmas",6.8,Lorb.,27800.0,36200.0,2011,64000.0
2011-10-21,Oranges and Sunshine,7.2,Cohen,143000.0,2400000.0,2011,2543000.0
2011-03-04,The Human Resources Manager,6.9,FM,64000.0,329000.0,2011,393000.0
2011-09-26,The Bling Ring,4.2,A24,5800000.0,13300000.0,2013,19100000.0
2013-06-21,The Bling Ring,5.4,A24,5800000.0,13300000.0,2013,19100000.0
2011-08-19,Mozart's Sister,6.5,MBox,708000.0,132000.0,2011,840000.0
2011-11-04,Young Goethe in Love,6.0,MBox,162000.0,5600000.0,2011,5762000.0
2011-06-29,Aurora,5.8,CGld,5700.0,5100.0,2011,10800.0
2015-04-11,Aurora,6.0,CGld,5700.0,5100.0,2011,10800.0
2011-06-10,Road to Nowhere,5.4,Mont.,40300.0,121000.0,2011,161300.0
2011-04-28,Fast Five,7.2,Uni.,209800000.0,416300000.0,2011,626100000.0
2011-01-18,Black Panther,5.1,BV,700100000.0,646900000.0,2018,1347000000.0
2018-02-16,Black Panther,7.4,BV,700100000.0,646900000.0,2018,1347000000.0
2011-04-27,The Arbor,6.7,Strand,21600.0,105000.0,2011,126600.0
2011-02-10,Time Freak,6.9,Grindstone,10000.0,256000.0,2018,266000.0
2018-11-09,Time Freak,6.3,Grindstone,10000.0,256000.0,2018,266000.0
2011-06-03,X-Men: First Class,7.2,Fox,146400000.0,207200000.0,2011,353600000.0
2011-08-09,Spy,7.0,Fox,110800000.0,124800000.0,2015,235600000.0
2015-06-05,Spy,6.8,Fox,110800000.0,124800000.0,2015,235600000.0
2011-04-11,The Last Godfather,4.9,RAtt.,164000.0,16600000.0,2011,16764000.0
2011-12-02,Pastorela,6.0,LGF,161000.0,2700000.0,2011,2861000.0
2011-09-09,Unforgivable,6.5,Strand,154000.0,1200000.0,2012,1354000.0
2011-04-14,The Forest,2.5,Focus,26600000.0,11000000.0,2016,37600000.0
2016-01-08,The Forest,5.0,Focus,26600000.0,11000000.0,2016,37600000.0
2016-03-09,The Forest,5.9,Focus,26600000.0,11000000.0,2016,37600000.0
2011-10-15,Policeman,5.9,Crnth,11300.0,27000.0,2014,38300.0
2011-06-27,Gone,5.1,LG/S,11700000.0,6400000.0,2012,18100000.0
2012-02-24,Gone,6.0,LG/S,11700000.0,6400000.0,2012,18100000.0
2009-11-06,To Die Like a Man,6.3,Strand,4000.0,900.0,2011,4900.0
2011-05-03,Bang Bang,4.3,FIP,2500000.0,39500000.0,2014,42000000.0
2011-01-01,Snatched,3.5,Fox,45900000.0,15000000.0,2017,60900000.0
2017-05-12,Snatched,5.3,Fox,45900000.0,15000000.0,2017,60900000.0
2011-05-13,The Topp Twins: Untouchable Girls,7.0,Argo.,29300.0,1800000.0,2011,1829300.0
2011-12-07,Nerve,10.0,LGF,38600000.0,46700000.0,2016,85300000.0
2011-12-07,Nerve,10.0,LGF,38600000.0,46700000.0,2016,85300000.0
2016-07-27,Nerve,7.1,LGF,38600000.0,46700000.0,2016,85300000.0
2011-04-10,Vacation,7.0,WB (NL),58900000.0,46000000.0,2015,104900000.0
2015-07-29,Vacation,6.2,WB (NL),58900000.0,46000000.0,2015,104900000.0
2011-01-01,The D Train,6.0,IFC,673000.0,102000.0,2015,775000.0
2015-05-08,The D Train,4.6,IFC,673000.0,102000.0,2015,775000.0
2008-11-14,The Boy Next Door,5.7,Uni.,35400000.0,17000000.0,2015,52400000.0
2015-01-23,The Boy Next Door,4.4,Uni.,35400000.0,17000000.0,2015,52400000.0
2011-10-14,The Greatest Miracle,5.6,KKM,555000.0,2500000.0,2011,3055000.0
2011-04-22,The Warring States,5.0,CL,69000.0,11800000.0,2011,11869000.0
2011-06-07,Paranoia,4.5,Rela.,7400000.0,6400000.0,2013,13800000.0
2013-08-16,Paranoia,5.7,Rela.,7400000.0,6400000.0,2013,13800000.0
2016-05-24,Paranoia,10.0,Rela.,7400000.0,6400000.0,2013,13800000.0
2011-06-07,Paranoia,4.5,Rela.,7400000.0,6400000.0,2013,13800000.0
2011-05-03,Sinister,3.8,LG/S,48100000.0,29600000.0,2012,77700000.0
2012-10-12,Sinister,6.8,LG/S,48100000.0,29600000.0,2012,77700000.0
2012-12-14,The Hobbit: An Unexpected Journey,7.2,WB (NL),303000000.0,718100000.0,2012,1021100000.0
2012-07-20,The Dark Knight Rises,7.7,WB,448100000.0,636800000.0,2012,1084900000.0
2012-06-08,Prometheus,6.4,Fox,126500000.0,276900000.0,2012,403400000.0
2012-07-04,The Amazing Spider-Man,6.5,Sony,262000000.0,495900000.0,2012,757900000.0
2012-11-02,Wreck-It Ralph,7.3,BV,189400000.0,281800000.0,2012,471200000.0
2012-05-18,Battleship,5.6,Uni.,65400000.0,237600000.0,2012,303000000.0
2012-12-25,Django Unchained,8.0,Wein.,162800000.0,262600000.0,2012,425400000.0
2012-06-01,Snow White and the Huntsman,5.9,Uni.,155300000.0,241300000.0,2012,396600000.0
2012-11-09,Skyfall,7.1,Sony,304400000.0,804200000.0,2012,1108600000.0
2012-06-08,Madagascar 3: Europe's Most Wanted,6.5,P/DW,216400000.0,530500000.0,2012,746900000.0
2012-03-09,John Carter,6.1,BV,73100000.0,211100000.0,2012,284200000.0
2012-12-21,Jack Reacher,6.4,Par.,80100000.0,138300000.0,2012,218400000.0
2012-08-10,The Bourne Legacy,6.1,Uni.,113200000.0,162900000.0,2012,276100000.0
2012-07-13,Ice Age: Continental Drift,6.3,Fox,161300000.0,715900000.0,2012,877200000.0
2012-08-17,The Expendables 2,6.2,LGF,85000000.0,229900000.0,2012,314900000.0
2012-04-06,American Reunion,6.2,Uni.,57000000.0,178000000.0,2012,235000000.0
2012-09-28,Looper,6.8,TriS,66500000.0,110000000.0,2012,176500000.0
2012-10-04,Taken 2,6.2,Fox,139900000.0,236300000.0,2012,376200000.0
2012-10-12,Argo,7.2,WB,136000000.0,96300000.0,2012,232300000.0
2012-05-11,Dark Shadows,5.9,WB,79700000.0,165800000.0,2012,245500000.0
2012-11-02,The Man with the Iron Fists,5.3,Uni.,15600000.0,4099999.0,2012,19699999.0
2012-12-25,Silver Linings Playbook,7.1,Wein.,132100000.0,104300000.0,2012,236400000.0
2012-09-28,Hotel Transylvania,6.9,Sony,148300000.0,210100000.0,2012,358400000.0
2012-02-17,The Secret World of Arrietty,7.6,BV,19200000.0,126400000.0,2012,145600000.0
2012-09-21,The Perks of Being a Wallflower,7.8,LG/S,17700000.0,15600000.0,2012,33300000.0
2012-11-21,Life of Pi,7.3,Fox,125000000.0,484000000.0,2012,609000000.0
2012-03-29,Wrath of the Titans,5.6,WB,83700000.0,221600000.0,2012,305300000.0
2012-11-21,Rise of the Guardians,7.3,P/DW,103400000.0,203500000.0,2012,306900000.0
2012-03-12,21 Jump Street,6.8,Sony,138400000.0,63100000.0,2012,201500000.0
2012-10-26,Cloud Atlas,6.8,WB,27100000.0,103400000.0,2012,130500000.0
2012-12-04,The Impossible,7.2,LG/S,19000000.0,161300000.0,2012,180300000.0
2012-05-25,Chernobyl Diaries,5.0,WB,18100000.0,19000000.0,2012,37100000.0
2012-10-05,Frankenweenie,6.8,BV,35300000.0,46200000.0,2012,81500000.0
2012-06-29,Ted,6.3,Uni.,218800000.0,330600000.0,2012,549400000.0
2012-02-10,Journey 2: The Mysterious Island,5.9,WB (NL),103900000.0,231400000.0,2012,335300000.0
2012-03-16,Seeking Justice,5.9,Anch.,412000.0,11900000.0,2012,12312000.0
2012-12-19,Zero Dark Thirty,6.9,Sony,95700000.0,37100000.0,2012,132800000.0
2012-03-23,The Hunger Games,7.1,LGF,408000000.0,286400000.0,2012,694400000.0
2012-05-25,Moonrise Kingdom,7.7,Focus,45500000.0,22800000.0,2012,68300000.0
2012-09-28,Pitch Perfect,7.3,Uni.,65000000.0,50300000.0,2012,115300000.0
2012-07-27,Killer Joe,6.5,LD,2000000.0,1700000.0,2012,3700000.0
2012-06-29,Magic Mike,6.1,WB,113700000.0,53500000.0,2012,167200000.0
2012-10-26,Silent Hill: Revelation 3D,5.2,ORF,17500000.0,34800000.0,2012,52300000.0
2012-08-17,ParaNorman,6.8,Focus,56000000.0,51100000.0,2012,107100000.0
2012-09-21,Dredd,6.7,LGF,13400000.0,22200000.0,2012,35600000.0
2012-03-30,Mirror Mirror,5.8,Rela.,64900000.0,118100000.0,2012,183000000.0
2012-09-21,End of Watch,7.3,ORF,41000000.0,7100000.0,2012,48100000.0
2012-04-20,The Lucky One,6.9,WB,60500000.0,38900000.0,2012,99400000.0
2012-02-10,Safe House,6.4,Uni.,126400000.0,81700000.0,2012,208100000.0
2012-02-10,The Vow,7.1,SGem,125000000.0,71100000.0,2012,196100000.0
2012-09-14,The Master,7.1,Wein.,16399999.0,11900000.0,2012,28299999.0
2015-02-24,The Master,4.0,Wein.,16399999.0,11900000.0,2012,28299999.0
2012-06-15,That's My Boy,5.5,Sony,36900000.0,20800000.0,2012,57700000.0
2012-02-03,The Woman in Black,6.1,CBS,54300000.0,73400000.0,2012,127700000.0
2012-11-16,Lincoln,6.8,BV,182200000.0,93100000.0,2012,275300000.0
2012-05-16,The Dictator,6.0,Par.,59700000.0,119700000.0,2012,179400000.0
2012-06-22,Abraham Lincoln: Vampire Hunter,5.6,Fox,37500000.0,79000000.0,2012,116500000.0
2012-08-24,Premium Rush,6.2,Sony,20300000.0,10800000.0,2012,31100000.0
2012-01-13,Contraband,6.2,Uni.,66500000.0,29700000.0,2012,96200000.0
2012-05-18,What to Expect When You're Expecting,5.9,LGF,41200000.0,43200000.0,2012,84400000.0
2012-02-24,Act of Valor,6.3,Rela.,70000000.0,11300000.0,2012,81300000.0
2012-08-29,Lawless,7.0,Wein.,37400000.0,16300000.0,2012,53700000.0
2012-09-14,Arbitrage,6.2,RAtt.,7900000.0,27600000.0,2012,35500000.0
2012-02-17,This Means War,6.0,Fox,54800000.0,101700000.0,2012,156500000.0
2012-11-02,Flight,6.7,Par.,93800000.0,68000000.0,2012,161800000.0
2012-11-16,From Up on Poppy Hill,7.6,GK,1000000.0,60000000.0,2013,61000000.0
2012-06-01,Piranha 3DD,4.2,W/Dim.,377000.0,8100000.0,2012,8477000.0
2012-06-15,Rock of Ages,6.1,WB (NL),38500000.0,20900000.0,2012,59400000.0
2012-08-03,Diary of a Wimpy Kid: Dog Days,6.2,Fox,49000000.0,28100000.0,2012,77100000.0
2012-11-30,Killing Them Softly,6.0,Wein.,15000000.0,22900000.0,2012,37900000.0
2012-04-13,Lockout,5.9,FD,14300000.0,17900000.0,2012,32200000.0
2012-01-27,Man on a Ledge,6.3,LG/S,18600000.0,27600000.0,2012,46200000.0
2012-03-09,Salmon Fishing in the Yemen,6.4,CBS,9000000.0,25500000.0,2012,34500000.0
2012-10-12,Seven Psychopaths,6.8,CBS,15000000.0,4400000.0,2012,19400000.0
2012-07-27,Step Up Revolution,6.8,LG/S,35100000.0,105400000.0,2012,140500000.0
2012-04-27,The Five-Year Engagement,5.8,Uni.,28800000.0,25100000.0,2012,53900000.0
2012-12-19,Amour,7.7,SPC,6700000.0,13100000.0,2012,19800000.0
2012-03-30,Intruders,5.4,MNE,69100.0,2900000.0,2012,2969100.0
2016-01-15,Intruders,5.8,MNE,69100.0,2900000.0,2012,2969100.0
2016-01-15,Intruders,5.8,MNE,69100.0,2900000.0,2012,2969100.0
2012-08-10,The Campaign,5.7,WB,86900000.0,18000000.0,2012,104900000.0
2012-10-12,Here Comes the Boom,6.0,Sony,45300000.0,27800000.0,2012,73100000.0
2012-01-11,Red Tails,6.0,Fox,49900000.0,489000.0,2012,50389000.0
2012-07-27,The Watch,5.4,Fox,35400000.0,32900000.0,2012,68300000.0
2012-12-25,Parental Guidance,5.8,Fox,77300000.0,42500000.0,2012,119800000.0
2012-11-16,Anna Karenina,6.7,Focus,12800000.0,56100000.0,2012,68900000.0
2012-10-18,Alex Cross,5.1,LG/S,25900000.0,8700000.0,2012,34600000.0
2012-02-24,Wanderlust,5.4,Uni.,17500000.0,4200000.0,2012,21700000.0
2012-03-02,Project X,6.4,WB,54700000.0,48000000.0,2012,102700000.0
2016-11-18,Project X,5.6,WB,54700000.0,48000000.0,2012,102700000.0
2012-07-25,Ruby Sparks,7.1,FoxS,2500000.0,6600000.0,2012,9100000.0
2012-06-22,To Rome with Love,5.7,SPC,16700000.0,56600000.0,2012,73300000.0
2012-02-24,Goon,6.5,Magn.,4200000.0,2300000.0,2012,6500000.0
2012-03-10,Iron Sky,5.7,EOne,122000.0,8000000.0,2012,8122000.0
2012-11-23,Hitchcock,6.5,FoxS,6000000.0,17600000.0,2012,23600000.0
2012-04-13,The Three Stooges,5.1,Fox,44300000.0,10500000.0,2012,54800000.0
2012-08-15,The Odd Life of Timothy Green,6.7,BV,51900000.0,4200000.0,2012,56100000.0
2012-08-31,The Possession,5.9,LGF,49100000.0,36300000.0,2012,85400000.0
2012-09-06,The Cold Light of Day,5.1,LG/S,3800000.0,13100000.0,2012,16900000.0
2012-10-19,Paranormal Activity 4,5.4,Par.,53900000.0,88900000.0,2012,142800000.0
2012-12-19,The Guilt Trip,5.4,Par.,37100000.0,4700000.0,2012,41800000.0
2012-12-21,On the Road,5.6,IFC,744000.0,8000000.0,2012,8744000.0
